modelo,desfecho,term,estimate,std.error,statistic,p.value,conf.low,conf.high
OLS ampliado (war_prio),war_prio,gdp_g,-0.05600662188462141,0.14959700030965684,-0.3743833216487701,0.7100966084393243,-0.35835343767410877,0.24634019390486595
OLS ampliado (war_prio),war_prio,gdp_g_l,0.05982380693273721,0.13145889009364312,0.455076160236272,0.6515149399102511,-0.20586452067250205,0.32551213453797645
OLS ampliado (war_prio),war_prio,polity2l,6.534261073949037e-5,0.004182997774224403,0.015621000599649127,0.9876144085901495,-0.008388811248451368,0.008519496469930348
OLS ampliado (war_prio),war_prio,oil,0.015275942922964933,0.027863480767973806,0.5482424486076073,0.5865723823578416,-0.04103825234545906,0.07159013819138893
OLS ampliado (war_prio),war_prio,lpopl1,1.1545755409765586,0.6082842940964287,1.8980854054297327,0.06491749316187714,-0.07481287613155696,2.3839639580846743
