ccode,year_actual,country_name,country_code,any_prio,war_prio,gdp_g,gdp_g_l,gpcp_g,gpcp_g_l,lgdpenl1,polity2l,ethfrac,relfrac,oil,lmtnest,lpopl1,year_trend
540,1989,540,540,540,540,540,540,540,540,6.5971455574035645,540,540,540,540,540,540,8
540,1990,540,540,540,540,540,540,540,540,6.5525078773498535,540,540,540,540,540,540,9
540,1991,540,540,540,540,540,540,540,540,6.518423080444336,540,540,540,540,540,540,10
540,1992,540,540,540,540,540,540,540,540,6.486773490905762,540,540,540,540,540,540,11
540,1993,540,540,540,540,540,540,540,540,6.398292064666748,540,540,540,540,540,540,12
540,1994,540,540,540,540,540,540,540,540,6.092927932739258,540,540,540,540,540,540,13
540,1995,540,540,540,540,540,540,540,540,6.0739850997924805,540,540,540,540,540,540,14
540,1996,540,540,540,540,540,540,540,540,6.139981746673584,540,540,540,540,540,540,15
540,1997,540,540,540,540,540,540,540,540,6.2042388916015625,540,540,540,540,540,540,16
540,1998,540,540,540,540,540,540,540,540,6.2344970703125,540,540,540,540,540,540,17
540,1999,540,540,540,540,540,540,540,540,6.23684549331665,540,540,540,540,540,540,18
541,1981,541,541,541,541,541,541,541,541,6.827629089355469,541,541,541,541,541,541,0
541,1982,541,541,541,541,541,541,541,541,6.844815254211426,541,541,541,541,541,541,1
541,1983,541,541,541,541,541,541,541,541,6.807934761047363,541,541,541,541,541,541,2
541,1984,541,541,541,541,541,541,541,541,6.763885021209717,541,541,541,541,541,541,3
541,1985,541,541,541,541,541,541,541,541,6.744059085845947,541,541,541,541,541,541,4
541,1986,541,541,541,541,541,541,541,541,6.618739128112793,541,541,541,541,541,541,5
541,1987,541,541,541,541,541,541,541,541,6.646390438079834,541,541,541,541,541,541,6
541,1988,541,541,541,541,541,541,541,541,6.612040996551514,541,541,541,541,541,541,7
541,1989,541,541,541,541,541,541,541,541,6.6333184242248535,541,541,541,541,541,541,8
541,1990,541,541,541,541,541,541,541,541,6.673297882080078,541,541,541,541,541,541,9
541,1991,541,541,541,541,541,541,541,541,6.6333184242248535,541,541,541,541,541,541,10
541,1992,541,541,541,541,541,541,541,541,6.610695838928223,541,541,541,541,541,541,11
541,1993,541,541,541,541,541,541,541,541,6.566672325134277,541,541,541,541,541,541,12
541,1994,541,541,541,541,541,541,541,541,6.628877639770508,541,541,541,541,541,541,13
541,1995,541,541,541,541,541,541,541,541,6.673916339874268,541,541,541,541,541,541,14
541,1996,541,541,541,541,541,541,541,541,6.690407752990723,541,541,541,541,541,541,15
541,1997,541,541,541,541,541,541,541,541,6.733414173126221,541,541,541,541,541,541,16
541,1998,541,541,541,541,541,541,541,541,6.814011096954346,541,541,541,541,541,541,17
541,1999,541,541,541,541,541,541,541,541,6.906578540802002,541,541,541,541,541,541,18
551,1981,551,551,551,551,551,551,551,551,6.878326416015625,551,551,551,551,551,551,0
551,1982,551,551,551,551,551,551,551,551,6.931471824645996,551,551,551,551,551,551,1
551,1983,551,551,551,551,551,551,551,551,6.845880031585693,551,551,551,551,551,551,2
551,1984,551,551,551,551,551,551,551,551,6.733401775360107,551,551,551,551,551,551,3
551,1985,551,551,551,551,551,551,551,551,6.717804908752441,551,551,551,551,551,551,4
551,1986,551,551,551,551,551,551,551,551,6.694561958312988,551,551,551,551,551,551,5
551,1987,551,551,551,551,551,551,551,551,6.666956901550293,551,551,551,551,551,551,6
551,1988,551,551,551,551,551,551,551,551,6.6333184242248535,551,551,551,551,551,551,7
551,1989,551,551,551,551,551,551,551,551,6.629363059997559,551,551,551,551,551,551,8
551,1990,551,551,551,551,551,551,551,551,6.6280412673950195,551,551,551,551,551,551,9
551,1991,551,551,551,551,551,551,551,551,6.53524112701416,551,551,551,551,551,551,10
551,1992,551,551,551,551,551,551,551,551,6.5496506690979,551,551,551,551,551,551,11
551,1993,551,551,551,551,551,551,551,551,6.502630233764648,551,551,551,551,551,551,12
551,1994,551,551,551,551,551,551,551,551,6.539990425109863,551,551,551,551,551,551,13
551,1995,551,551,551,551,551,551,551,551,6.421191692352295,551,551,551,551,551,551,14
551,1996,551,551,551,551,551,551,551,551,6.36892032623291,551,551,551,551,551,551,15
551,1997,551,551,551,551,551,551,551,551,6.406981468200684,551,551,551,551,551,551,16
551,1998,551,551,551,551,551,551,551,551,6.4148993492126465,551,551,551,551,551,551,17
551,1999,551,551,551,551,551,551,551,551,6.372642517089844,551,551,551,551,551,551,18
552,1981,552,552,552,552,552,552,552,552,7.095064163208008,552,552,552,552,552,552,0
552,1982,552,552,552,552,552,552,552,552,7.155396461486816,552,552,552,552,552,552,1
552,1983,552,552,552,552,552,552,552,552,7.194437026977539,552,552,552,552,552,552,2
552,1984,552,552,552,552,552,552,552,552,7.21817684173584,552,552,552,552,552,552,3
552,1985,552,552,552,552,552,552,552,552,7.095893383026123,552,552,552,552,552,552,4
552,1986,552,552,552,552,552,552,552,552,7.1033220291137695,552,552,552,552,552,552,5
552,1987,552,552,552,552,552,552,552,552,7.071573257446289,552,552,552,552,552,552,6
552,1988,552,552,552,552,552,552,552,552,7.093404769897461,552,552,552,552,552,552,7
552,1989,552,552,552,552,552,552,552,552,6.991177082061768,552,552,552,552,552,552,8
552,1990,552,552,552,552,552,552,552,552,7.066466808319092,552,552,552,552,552,552,9
552,1991,552,552,552,552,552,552,552,552,7.074963092803955,552,552,552,552,552,552,10
552,1992,552,552,552,552,552,552,552,552,7.129297733306885,552,552,552,552,552,552,11
552,1993,552,552,552,552,552,552,552,552,7.057898044586182,552,552,552,552,552,552,12
552,1994,552,552,552,552,552,552,552,552,7.05764102935791,552,552,552,552,552,552,13
552,1995,552,552,552,552,552,552,552,552,7.087743759155273,552,552,552,552,552,552,14
552,1996,552,552,552,552,552,552,552,552,7.068615913391113,552,552,552,552,552,552,15
552,1997,552,552,552,552,552,552,552,552,7.144585132598877,552,552,552,552,552,552,16
552,1998,552,552,552,552,552,552,552,552,7.152511119842529,552,552,552,552,552,552,17
552,1999,552,552,552,552,552,552,552,552,7.169611930847168,552,552,552,552,552,552,18
553,1981,553,553,553,553,553,553,553,553,6.317164897918701,553,553,553,553,553,553,0
553,1982,553,553,553,553,553,553,553,553,6.2383246421813965,553,553,553,553,553,553,1
553,1983,553,553,553,553,553,553,553,553,6.2045578956604,553,553,553,553,553,553,2
553,1984,553,553,553,553,553,553,553,553,6.188263893127441,553,553,553,553,553,553,3
553,1985,553,553,553,553,553,553,553,553,6.2304816246032715,553,553,553,553,553,553,4
553,1986,553,553,553,553,553,553,553,553,6.249975204467773,553,553,553,553,553,553,5
553,1987,553,553,553,553,553,553,553,553,6.218600273132324,553,553,553,553,553,553,6
553,1988,553,553,553,553,553,553,553,553,6.200509071350098,553,553,553,553,553,553,7
553,1989,553,553,553,553,553,553,553,553,6.200509071350098,553,553,553,553,553,553,8
553,1990,553,553,553,553,553,553,553,553,6.263398170471191,553,553,553,553,553,553,9
553,1991,553,553,553,553,553,553,553,553,6.251904010772705,553,553,553,553,553,553,10
553,1992,553,553,553,553,553,553,553,553,6.30444860458374,553,553,553,553,553,553,11
553,1993,553,553,553,553,553,553,553,553,6.206575870513916,553,553,553,553,553,553,12
553,1994,553,553,553,553,553,553,553,553,6.271661758422852,553,553,553,553,553,553,13
553,1995,553,553,553,553,553,553,553,553,6.136209487915039,553,553,553,553,553,553,14
553,1996,553,553,553,553,553,553,553,553,6.263482570648193,553,553,553,553,553,553,15
553,1997,553,553,553,553,553,553,553,553,6.307897090911865,553,553,553,553,553,553,16
553,1998,553,553,553,553,553,553,553,553,6.319476127624512,553,553,553,553,553,553,17
553,1999,553,553,553,553,553,553,553,553,6.314528942108154,553,553,553,553,553,553,18
560,1981,560,560,560,560,560,560,560,560,8.159375190734863,560,560,560,560,560,560,0
560,1982,560,560,560,560,560,560,560,560,8.209580421447754,560,560,560,560,560,560,1
560,1983,560,560,560,560,560,560,560,560,8.18535041809082,560,560,560,560,560,560,2
560,1984,560,560,560,560,560,560,560,560,8.120588302612305,560,560,560,560,560,560,3
560,1985,560,560,560,560,560,560,560,560,8.16080379486084,560,560,560,560,560,560,4
560,1986,560,560,560,560,560,560,560,560,8.1083221435546875,560,560,560,560,560,560,5
560,1987,560,560,560,560,560,560,560,560,8.099554061889648,560,560,560,560,560,560,6
560,1988,560,560,560,560,560,560,560,560,8.101374626159668,560,560,560,560,560,560,7
560,1989,560,560,560,560,560,560,560,560,8.119994163513184,560,560,560,560,560,560,8
560,1990,560,560,560,560,560,560,560,560,8.114025115966797,560,560,560,560,560,560,9
560,1991,560,560,560,560,560,560,560,560,8.085794448852539,560,560,560,560,560,560,10
560,1992,560,560,560,560,560,560,560,560,8.066521644592285,560,560,560,560,560,560,11
560,1993,560,560,560,560,560,560,560,560,8.028780937194824,560,560,560,560,560,560,12
560,1994,560,560,560,560,560,560,560,560,8.019923210144043,560,560,560,560,560,560,13
560,1995,560,560,560,560,560,560,560,560,8.030381202697754,560,560,560,560,560,560,14
560,1996,560,560,560,560,560,560,560,560,8.03944206237793,560,560,560,560,560,560,15
560,1997,560,560,560,560,560,560,560,560,8.060074806213379,560,560,560,560,560,560,16
560,1998,560,560,560,560,560,560,560,560,8.066181182861328,560,560,560,560,560,560,17
560,1999,560,560,560,560,560,560,560,560,8.054595947265625,560,560,560,560,560,560,18
565,1991,565,565,565,565,565,565,565,565,7.95647668838501,565,565,565,565,565,565,10
565,1992,565,565,565,565,565,565,565,565,7.9337968826293945,565,565,565,565,565,565,11
565,1993,565,565,565,565,565,565,565,565,7.928045749664307,565,565,565,565,565,565,12
565,1994,565,565,565,565,565,565,565,565,7.884067058563232,565,565,565,565,565,565,13
565,1995,565,565,565,565,565,565,565,565,7.919091701507568,565,565,565,565,565,565,14
565,1996,565,565,565,565,565,565,565,565,7.929137706756592,565,565,565,565,565,565,15
565,1997,565,565,565,565,565,565,565,565,7.924752235412598,565,565,565,565,565,565,16
565,1998,565,565,565,565,565,565,565,565,7.925980567932129,565,565,565,565,565,565,17
565,1999,565,565,565,565,565,565,565,565,7.925494194030762,565,565,565,565,565,565,18
570,1981,570,570,570,570,570,570,570,570,6.901737213134766,570,570,570,570,570,570,0
570,1982,570,570,570,570,570,570,570,570,6.927557945251465,570,570,570,570,570,570,1
570,1983,570,570,570,570,570,570,570,570,6.936342716217041,570,570,570,570,570,570,2
570,1984,570,570,570,570,570,570,570,570,6.920671463012695,570,570,570,570,570,570,3
570,1985,570,570,570,570,570,570,570,570,6.928537845611572,570,570,570,570,570,570,4
570,1986,570,570,570,570,570,570,570,570,6.882437705993652,570,570,570,570,570,570,5
570,1987,570,570,570,570,570,570,570,570,6.83303165435791,570,570,570,570,570,570,6
570,1988,570,570,570,570,570,570,570,570,6.855408668518066,570,570,570,570,570,570,7
570,1989,570,570,570,570,570,570,570,570,6.965080261230469,570,570,570,570,570,570,8
570,1990,570,570,570,570,570,570,570,570,6.936342716217041,570,570,570,570,570,570,9
570,1991,570,570,570,570,570,570,570,570,6.8793559074401855,570,570,570,570,570,570,10
570,1992,570,570,570,570,570,570,570,570,6.8956828117370605,570,570,570,570,570,570,11
570,1993,570,570,570,570,570,570,570,570,6.858564853668213,570,570,570,570,570,570,12
570,1994,570,570,570,570,570,570,570,570,6.873239040374756,570,570,570,570,570,570,13
570,1995,570,570,570,570,570,570,570,570,6.885027885437012,570,570,570,570,570,570,14
570,1996,570,570,570,570,570,570,570,570,6.90789270401001,570,570,570,570,570,570,15
570,1997,570,570,570,570,570,570,570,570,6.981075286865234,570,570,570,570,570,570,16
570,1998,570,570,570,570,570,570,570,570,7.0363264083862305,570,570,570,570,570,570,17
570,1999,570,570,570,570,570,570,570,570,6.96269416809082,570,570,570,570,570,570,18
571,1981,571,571,571,571,571,571,571,571,7.570443153381348,571,571,571,571,571,571,0
571,1982,571,571,571,571,571,571,571,571,7.587310314178467,571,571,571,571,571,571,1
571,1983,571,571,571,571,571,571,571,571,7.5908522605896,571,571,571,571,571,571,2
571,1984,571,571,571,571,571,571,571,571,7.53529691696167,571,571,571,571,571,571,3
571,1985,571,571,571,571,571,571,571,571,7.574045181274414,571,571,571,571,571,571,4
571,1986,571,571,571,571,571,571,571,571,7.756623268127441,571,571,571,571,571,571,5
571,1987,571,571,571,571,571,571,571,571,7.886833190917969,571,571,571,571,571,571,6
571,1988,571,571,571,571,571,571,571,571,7.699389457702637,571,571,571,571,571,571,7
571,1989,571,571,571,571,571,571,571,571,7.787382125854492,571,571,571,571,571,571,8
571,1990,571,571,571,571,571,571,571,571,7.695302963256836,571,571,571,571,571,571,9
571,1991,571,571,571,571,571,571,571,571,7.733614921569824,571,571,571,571,571,571,10
571,1992,571,571,571,571,571,571,571,571,7.7758283615112305,571,571,571,571,571,571,11
571,1993,571,571,571,571,571,571,571,571,7.77700138092041,571,571,571,571,571,571,12
571,1994,571,571,571,571,571,571,571,571,7.769634246826172,571,571,571,571,571,571,13
571,1995,571,571,571,571,571,571,571,571,7.779512882232666,571,571,571,571,571,571,14
571,1996,571,571,571,571,571,571,571,571,7.805021286010742,571,571,571,571,571,571,15
571,1997,571,571,571,571,571,571,571,571,7.847812652587891,571,571,571,571,571,571,16
571,1998,571,571,571,571,571,571,571,571,7.862601280212402,571,571,571,571,571,571,17
571,1999,571,571,571,571,571,571,571,571,7.87844181060791,571,571,571,571,571,571,18
572,1981,572,572,572,572,572,572,572,572,8.025189399719238,572,572,572,572,572,572,0
572,1982,572,572,572,572,572,572,572,572,8.152485847473145,572,572,572,572,572,572,1
572,1983,572,572,572,572,572,572,572,572,7.953318119049072,572,572,572,572,572,572,2
572,1984,572,572,572,572,572,572,572,572,7.769801139831543,572,572,572,572,572,572,3
572,1985,572,572,572,572,572,572,572,572,7.845024585723877,572,572,572,572,572,572,4
572,1986,572,572,572,572,572,572,572,572,7.695302963256836,572,572,572,572,572,572,5
572,1987,572,572,572,572,572,572,572,572,7.712443828582764,572,572,572,572,572,572,6
572,1988,572,572,572,572,572,572,572,572,7.764720439910889,572,572,572,572,572,572,7
572,1989,572,572,572,572,572,572,572,572,7.789454460144043,572,572,572,572,572,572,8
572,1990,572,572,572,572,572,572,572,572,7.843848705291748,572,572,572,572,572,572,9
572,1991,572,572,572,572,572,572,572,572,7.897974491119385,572,572,572,572,572,572,10
572,1992,572,572,572,572,572,572,572,572,7.890930652618408,572,572,572,572,572,572,11
572,1993,572,572,572,572,572,572,572,572,7.872367858886719,572,572,572,572,572,572,12
572,1994,572,572,572,572,572,572,572,572,7.873257637023926,572,572,572,572,572,572,13
572,1995,572,572,572,572,572,572,572,572,7.876061916351318,572,572,572,572,572,572,14
572,1996,572,572,572,572,572,572,572,572,7.871494770050049,572,572,572,572,572,572,15
572,1997,572,572,572,572,572,572,572,572,7.878305912017822,572,572,572,572,572,572,16
572,1998,572,572,572,572,572,572,572,572,7.882267475128174,572,572,572,572,572,572,17
572,1999,572,572,572,572,572,572,572,572,7.870521068572998,572,572,572,572,572,572,18
580,1981,580,580,580,580,580,580,580,580,6.891625881195068,580,580,580,580,580,580,0
580,1982,580,580,580,580,580,580,580,580,6.741700649261475,580,580,580,580,580,580,1
580,1983,580,580,580,580,580,580,580,580,6.7105231285095215,580,580,580,580,580,580,2
580,1984,580,580,580,580,580,580,580,580,6.678342342376709,580,580,580,580,580,580,3
580,1985,580,580,580,580,580,580,580,580,6.641181945800781,580,580,580,580,580,580,4
580,1986,580,580,580,580,580,580,580,580,6.6450910568237305,580,580,580,580,580,580,5
580,1987,580,580,580,580,580,580,580,580,6.593044757843018,580,580,580,580,580,580,6
580,1988,580,580,580,580,580,580,580,580,6.566672325134277,580,580,580,580,580,580,7
580,1989,580,580,580,580,580,580,580,580,6.5294189453125,580,580,580,580,580,580,8
580,1990,580,580,580,580,580,580,580,580,6.522092819213867,580,580,580,580,580,580,9
580,1991,580,580,580,580,580,580,580,580,6.514712810516357,580,580,580,580,580,580,10
580,1992,580,580,580,580,580,580,580,580,6.458338260650635,580,580,580,580,580,580,11
580,1993,580,580,580,580,580,580,580,580,6.41017484664917,580,580,580,580,580,580,12
580,1994,580,580,580,580,580,580,580,580,6.402886867523193,580,580,580,580,580,580,13
580,1995,580,580,580,580,580,580,580,580,6.373091697692871,580,580,580,580,580,580,14
580,1996,580,580,580,580,580,580,580,580,6.3602190017700195,580,580,580,580,580,580,15
580,1997,580,580,580,580,580,580,580,580,6.350568771362305,580,580,580,580,580,580,16
580,1998,580,580,580,580,580,580,580,580,6.355896472930908,580,580,580,580,580,580,17
580,1999,580,580,580,580,580,580,580,580,6.363631725311279,580,580,580,580,580,580,18
625,1981,625,625,625,625,625,625,625,625,6.763885021209717,625,625,625,625,625,625,0
625,1982,625,625,625,625,625,625,625,625,6.768493175506592,625,625,625,625,625,625,1
625,1983,625,625,625,625,625,625,625,625,6.768493175506592,625,625,625,625,625,625,2
625,1984,625,625,625,625,625,625,625,625,6.786716938018799,625,625,625,625,625,625,3
625,1985,625,625,625,625,625,625,625,625,6.72623348236084,625,625,625,625,625,625,4
625,1986,625,625,625,625,625,625,625,625,6.673297882080078,625,625,625,625,625,625,5
625,1987,625,625,625,625,625,625,625,625,6.747586727142334,625,625,625,625,625,625,6
625,1988,625,625,625,625,625,625,625,625,6.705638885498047,625,625,625,625,625,625,7
625,1989,625,625,625,625,625,625,625,625,6.637258052825928,625,625,625,625,625,625,8
625,1990,625,625,625,625,625,625,625,625,6.694561958312988,625,625,625,625,625,625,9
625,1991,625,625,625,625,625,625,625,625,6.629363059997559,625,625,625,625,625,625,10
625,1992,625,625,625,625,625,625,625,625,6.601230144500732,625,625,625,625,625,625,11
625,1993,625,625,625,625,625,625,625,625,6.628807544708252,625,625,625,625,625,625,12
625,1994,625,625,625,625,625,625,625,625,6.6507439613342285,625,625,625,625,625,625,13
625,1995,625,625,625,625,625,625,625,625,6.6704912185668945,625,625,625,625,625,625,14
625,1996,625,625,625,625,625,625,625,625,6.875410556793213,625,625,625,625,625,625,15
625,1997,625,625,625,625,625,625,625,625,6.894410610198975,625,625,625,625,625,625,16
625,1998,625,625,625,625,625,625,625,625,6.93826961517334,625,625,625,625,625,625,17
