modelo,desfecho,term,estimate,std.error,statistic,p.value,conf.low,conf.high
IV second stage (war_prio),war_prio,fit_gdp_g,-1.3751048988084884,0.8249810076205457,-1.666832188991404,0.10336038632612807,-3.0424537107804452,0.29224391316346865
IV second stage (war_prio),war_prio,fit_gdp_g_l,-0.6920097669594507,0.7162904646863306,-0.966102162566812,0.3397981420532885,-2.1396867974480385,0.7556672635291368
IV second stage (war_prio),war_prio,polity2l,-0.0013873996469711443,0.00446975242670844,-0.3103974257457557,0.7578703643445743,-0.010421106277353317,0.007646306983411028
IV second stage (war_prio),war_prio,oil,-0.07952044014130671,0.07001878543360057,-1.135701507086504,0.26284066307715653,-0.22103368424029218,0.061992803957678755
IV second stage (war_prio),war_prio,lpopl1,0.49551427683207017,0.7383444433313823,0.6711153328334516,0.5060042736379703,-0.9967355071543713,1.9877640608185116
