term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),0.265958671733433,0.05195088209877444,5.119425522511142,8.086255011230023e-6,0.1609620224188973,0.37095532104796874
gdp_g,-0.3094018266717935,0.2753100998463372,-1.1238302802711722,0.2677845823305191,-0.8658242941739885,0.24702064083040154
gdp_g_l,-0.07266406400038106,0.2530956786563267,-0.2871011642164387,0.7755169272558143,-0.5841895115255477,0.43886138352478554
